Region,Year,Month,Day,Thermal Generation Actual (in MU),Hydro Generation Actual (in MU)
Western,2020,7,29,1182.24,29.75
Southern,2020,7,29,538.6,61.43
Eastern,2020,7,29,496.03,80.0
NorthEastern,2020,7,29,36.65,27.51
Northern,2020,7,30,708.11,327.08
Western,2020,7,30,1194.97,29.75
Southern,2020,7,30,538.6,61.43
Eastern,2020,7,30,496.03,80.0
NorthEastern,2020,7,30,36.65,27.51
Northern,2020,7,31,708.11,327.08
Western,2020,7,31,1199.28,29.75
Southern,2020,7,31,543.6,61.43
Eastern,2020,7,31,496.03,80.0
NorthEastern,2020,7,31,36.98,27.51
Northern,2020,8,1,669.47,348.72
Western,2020,8,1,1116.0,54.67
Southern,2020,8,1,494.66,93.49
Eastern,2020,8,1,482.86,87.22
NorthEastern,2020,8,1,34.42,29.87
